B03002_003E,B01001_002E,B01001_003E,B19013_001E,B23025_003E,B23025_004E,B25064_001E,B25077_001E,B25058_001E,B25003_002E,B25003_003E,B25004_002E,B25004_003E,B25004_004E,B25004_005E,B25070_007E,B25070_008E,B25070_009E,B19057_002E,B25034_001E,B25034_010E,B25034_011E,B25035_001E,B25092_001E,B25081_002E,B25081_003E,B25014_002E,B25014_003E,county,tract,block group,B25002_003E,B01001_001E,B01002_001E,B02001_002E,B02001_003E,B02001_005E,B03002_012E,B11001_001E,B11001_002E,B11001_003E,B11001_005E,B11001_006E,B15003_017E,B15003_022E,B15003_025E,B23025_001E,B23025_002E,B23025_005E,B25001_001E,B25002_002E,B25009_002E,B25009_003E,B25074_008E,B25074_009E,B25034_002E,B25034_003E,B25034_004E,B25034_005E,B09002_001E,B19058_002E,B08007_001E,B08008_001E,B08134_001E,B01003_001E,B01002A_001E,B01002B_001E,B01002D_001E,B01002H_001E,B02008_001E,B08303_001E,B08303_002E,B08303_003E,B08303_004E,B08303_005E,B08303_006E,B08303_007E,B08303_008E,B08303_009E,B08303_010E,B15002_001E,B15002_003E,B15002_004E,B15002_005E,B15002_006E,B15002_007E,B15002_008E,B15002_009E,B16004_001E,B16004_002E,B16004_003E,B16004_004E,B16004_005E,B16004_006E,B16004_007E,B17010_002E,B17010_003E,B17010_004E,B17010_005E,B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19301_001E,B23022_001E,B23022_002E,B25032_003E,B25032_004E,B25032_005E,B25032_006E,B25032_007E,B25075_002E,B25075_003E,B25075_004E,B25075_005E,B25075_006E,B25075_007E,B25075_008E,B25075_009E,B25033_001E,B25034_006E,B25034_007E,B25034_008E,B25034_009E,B25037_002E,B25040_002E,B25041_002E,B25046_001E,B25057_001E,B25059_001E,B25060_001E,B25065_001E,B25071_001E,B25076_001E,B25078_001E,B25082_001E,state_11.0,state_24.0,state_51.0,filing_rate,filings
121,487,23,68438,532,512,689,577800,632,237,133,22,0,0,0,12,11,0,12,423,62,187,1944,18,196,45,237,177,1,1901,1,53,1023,39,173,850,0,62,370,212,112,24,76,113,177,20,782,532,20,423,370,237,62,0,11,0,0,0,0,250,20,493,493,481,1023,39,38,38,47,173,481,0,10,17,16,64,42,123,18,0,701,0,0,0,0,0,0,0,912,160,109,51,0,51,0,7,7,0,0,370,11,11,28,12,7,9,79,9,8,0,44480,626,323,28,183,16,10,0,10,0,0,0,0,0,0,0,1014,0,21,9,144,1941,308,0,466,608,1047,126000,151800,27,484900,663900,119956000,1,0,0,15.25,18.0
75,891,58,46016,670,588,1319,388600,1285,196,260,17,0,0,0,13,8,34,8,518,64,50,1960,48,156,5,196,188,1,11100,3,62,1649,52,75,1564,0,71,456,184,33,24,127,213,188,0,1406,670,82,518,456,196,166,0,44,0,0,0,23,187,27,551,551,510,1649,43,52,35,43,75,510,0,9,49,69,54,65,105,0,51,1268,14,14,16,72,0,49,32,1579,177,177,0,0,0,0,28,0,0,0,456,107,30,17,0,41,12,0,8,41,20,20635,960,545,110,56,30,0,0,0,0,0,0,0,0,0,0,974,23,27,186,145,1952,224,18,423,1098,1398,324900,342900,28,267900,466200,69375100,1,0,0,41.43,104.0
211,408,24,70595,487,448,1563,377200,1358,243,153,20,0,0,20,27,20,0,59,455,39,308,0,27,209,48,243,196,1,9204,1,59,871,34,211,641,0,9,396,211,160,0,51,194,188,9,746,487,39,455,396,243,80,0,0,0,23,16,0,97,85,448,448,440,871,30,37,38,30,211,440,0,34,44,14,98,30,101,20,0,676,0,0,0,0,0,0,2,828,95,58,37,37,0,0,34,23,0,0,396,38,23,0,8,9,0,12,5,6,45,34633,682,287,87,94,0,18,9,0,0,0,9,0,0,0,0,865,8,14,16,31,0,207,14,459,1116,1461,172000,193500,30,302200,562500,92122500,1,0,0,9.2,16.0
1283,836,58,116875,1037,1000,1153,548000,1070,806,233,14,0,0,0,0,0,63,0,1281,17,42,1964,11,394,0,806,695,1,5600,2,242,1890,55,1522,146,192,263,1039,207,207,0,0,69,264,201,1815,1037,37,1281,1039,806,520,0,23,0,0,0,0,75,82,920,920,769,1890,59,54,43,55,1552,769,14,83,116,150,199,57,37,38,13,1412,0,0,0,0,0,0,0,1832,17,17,0,0,0,0,0,0,0,0,1039,74,63,42,18,15,0,0,0,0,17,86566,1055,433,0,13,35,0,0,0,0,0,0,0,0,0,0,1487,0,259,620,343,1964,365,224,648,386,1910,241900,242900,27,329100,915600,568835000,1,0,0,0.43,1.0
1090,925,0,73341,1463,1454,1802,270712,1802,129,1294,127,0,0,0,144,32,89,0,1550,92,426,1962,15,14,0,129,120,1,5201,1,127,1865,32,1345,132,69,533,1423,313,313,0,0,81,422,0,1823,1463,9,1550,1423,129,115,0,9,20,0,225,92,42,29,1434,1434,1337,1865,32,58,32,32,1429,1337,11,221,256,192,108,107,121,38,126,1666,90,0,0,0,0,0,0,1865,42,0,0,0,0,0,0,0,0,0,1423,78,0,22,90,0,83,53,21,66,111,74933,1593,793,62,5,0,0,0,0,0,0,0,0,0,0,0,1865,89,93,324,189,1965,542,676,338,1593,2080,2434400,2486100,27,196487,365600,10549272,1,0,0,4.75,56.0
0,412,33,77500,379,364,2042,245800,1812,257,19,0,0,0,25,0,0,0,0,309,45,100,1951,15,185,15,257,254,1,7808,3,33,718,30,11,642,10,41,276,153,73,52,28,97,76,0,543,379,15,309,276,257,114,0,9,0,0,11,0,158,0,346,346,266,718,33,34,34,34,66,266,0,3,0,3,24,0,28,0,10,420,0,0,0,0,0,0,0,627,128,128,0,0,0,0,0,0,0,0,276,9,12,1,12,11,12,15,0,11,0,40079,471,336,39,218,0,0,0,0,0,12,0,0,0,0,0,718,0,49,0,104,1950,163,0,337,1554,2141,387942,419972,39,160100,395400,74631400,1,0,0,125.0,15.0
447,1133,113,46643,1269,1139,1095,379600,1023,240,872,0,0,30,0,32,84,15,40,1225,193,212,1957,25,207,22,240,229,1,9102,2,113,2759,28,470,2166,65,67,1112,389,80,45,264,228,458,0,2189,1269,130,1225,1112,240,131,0,84,68,176,24,14,419,151,1096,1096,1063,2759,28,28,23,28,498,1063,11,19,128,99,171,98,147,43,46,1665,0,0,0,0,13,0,25,2427,335,302,21,21,0,0,91,0,0,0,1112,138,112,38,40,45,61,0,99,46,132,32168,1965,873,23,165,0,17,7,0,0,0,0,0,0,0,0,2648,24,65,149,300,1951,577,0,904,751,1562,948900,1043600,28,250000,608700,199627100,1,0,0,11.73,97.0
407,359,27,133125,479,472,2146,586300,1955,254,2,21,0,0,19,2,0,0,0,365,81,245,0,22,231,51,254,237,1,9503,3,109,737,41,439,251,32,40,256,136,121,6,9,16,154,30,653,486,7,365,256,254,59,0,0,0,0,0,0,84,0,479,479,433,737,36,54,38,37,454,433,0,13,26,8,36,28,97,17,57,565,0,0,0,0,0,7,0,681,28,19,9,9,0,0,0,0,0,0,256,0,8,0,0,0,0,8,0,0,8,53685,528,266,54,200,0,0,0,0,0,0,0,0,0,0,0,613,0,0,0,39,0,202,0,334,1577,2469,389161,413418,35,467700,700500,138972000,1,0,0,100.0,1.0
10,994,99,29091,1086,774,921,238200,657,258,566,60,0,0,0,81,103,9,97,1012,113,7,1977,14,203,32,258,163,1,9700,1,188,2514,27,23,2483,0,13,824,543,70,50,423,581,153,0,1786,1086,312,1012,824,258,56,0,118,0,0,296,75,526,271,774,774,765,2514,38,27,33,35,23,765,0,33,0,55,61,10,155,27,123,1409,0,0,0,0,0,52,36,2265,522,522,0,0,0,0,197,0,0,0,824,179,63,111,33,38,10,22,22,75,32,17565,1512,566,13,245,0,0,0,0,0,0,0,0,0,0,0,2464,71,227,42,181,1980,298,28,690,204,1018,389800,505200,37,206600,278500,59703000,1,0,0,48.12,307.0
0,1214,0,36196,674,514,2090,287200,1716,161,301,95,0,0,0,12,0,21,91,626,109,20,1974,27,161,38,161,61,1,7703,2,164,1928,20,0,1928,0,0,462,305,114,0,191,255,51,0,1292,674,160,626,462,161,10,21,0,0,0,250,28,671,105,514,514,460,1928,29,20,29,30,0,460,0,0,41,49,118,67,71,81,9,928,0,61,0,0,0,0,0,1928,858,795,63,63,0,0,20,0,0,0,462,45,0,32,61,71,0,46,0,41,13,17059,1114,680,9,152,0,0,0,0,0,0,0,0,0,0,0,1928,9,40,41,129,2001,374,0,346,1374,2170,341800,377800,31,260700,353200,49545000,1,0,0,12.89,37.0
32,887,105,70625,697,621,1429,280600,1179,520,104,22,0,0,0,35,0,0,7,646,99,73,1954,24,406,74,520,415,1,7707,2,22,1868,36,32,1782,0,71,624,372,148,69,155,408,120,9,1431,697,76,646,624,520,192,0,32,0,0,40,0,306,107,614,614,596,1868,32,36,37,32,65,596,0,11,23,37,115,42,163,29,17,1249,0,0,0,0,0,0,30,1715,316,303,13,13,0,0,63,0,0,0,624,83,19,0,42,37,0,9,17,0,52,27628,1094,490,283,237,0,0,0,17,0,17,0,5,0,0,0,1863,0,0,76,358,1954,542,0,1008,788,1356,103600,142400,51,195100,355300,139702400,1,0,0,3.74,4.0
714,418,37,131310,628,621,2411,1040500,2321,177,253,0,0,0,0,0,11,7,0,466,8,347,0,17,145,18,177,142,1,8100,3,36,886,39,742,81,14,64,430,190,179,0,11,36,323,50,823,628,7,466,430,177,36,0,0,0,9,21,0,72,0,612,612,557,886,39,70,40,39,749,557,0,21,30,78,37,68,130,38,7,769,0,0,0,0,0,0,0,838,24,19,0,0,0,0,0,0,0,0,430,0,0,0,34,10,10,10,10,0,0,81337,605,274,6,152,0,0,0,0,0,0,0,0,0,0,0,886,0,11,0,70,0,269,0,451,1470,3206,490000,523000,21,829400,1196300,186032000,1,0,0,1.24,3.0
790,884,71,153500,1103,1063,2534,669900,2510,388,182,31,0,0,0,3,8,7,22,648,29,494,0,20,308,21,388,307,1,8410,1,78,1508,33,827,538,57,75,570,243,207,5,31,85,480,40,1297,1114,40,648,570,388,111,0,6,1,5,28,7,187,48,1060,1060,993,1508,32,39,35,32,893,993,0,64,48,93,152,78,141,65,101,1149,5,0,0,0,0,18,9,1381,84,84,0,0,0,0,10,0,0,0,570,57,2,5,5,5,0,3,5,11,39,64418,1203,703,20,340,11,0,10,0,0,0,0,0,0,0,0,1508,15,29,28,12,0,405,0,661,1511,2798,361200,384400,19,514400,866300,258682400,1,0,0,2.03,4.0
105,459,14,65694,529,499,1136,520300,982,271,95,0,0,0,0,5,7,0,4,372,104,177,1941,29,188,57,271,239,1,1902,2,6,891,41,169,545,4,272,366,196,106,20,70,113,110,13,811,529,30,372,366,271,119,0,14,0,0,6,0,64,14,499,499,488,891,40,50,39,39,233,488,32,8,3,15,40,48,138,25,35,728,12,0,0,40,0,0,0,865,54,7,39,20,19,0,4,0,0,0,366,14,6,5,23,0,12,0,50,20,40,33424,626,331,205,66,0,0,0,0,0,0,0,0,0,0,0,883,6,6,7,66,0,317,0,467,930,1141,109900,118300,31,411900,651600,132083000,1,0,0,31.52,29.0
1750,1223,80,121708,1523,1523,3189,736500,3020,547,823,0,0,0,0,88,63,54,0,1489,0,120,2002,18,375,0,547,440,1,5500,2,119,2343,35,1974,90,279,252,1370,413,413,0,0,0,212,374,2133,1551,0,1489,1370,547,390,0,64,30,125,740,328,210,0,1442,1442,1442,2343,34,49,35,34,1974,1442,0,71,224,398,216,88,310,22,25,1718,0,0,0,0,0,0,0,2133,0,0,0,0,0,0,0,0,0,0,1370,64,25,0,12,28,35,0,16,0,110,94788,1880,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,2343,0,114,32,0,2001,253,113,867,2581,3290,2342200,2429600,32,588500,964200,529815000,1,0,0,0.87,6.0
60,39,0,109616,60,60,2103,557822,1916,0,39,0,0,0,0,0,0,0,0,39,0,0,1725,20,0,0,0,0,1,6202,1,0,60,36,60,0,0,0,39,0,0,0,0,0,0,0,60,60,0,39,39,0,0,0,0,0,0,0,39,0,0,60,60,60,60,35,41,37,35,60,60,0,39,21,0,0,0,0,0,0,39,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,53406,60,39,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,1515,0,39,-47,1625,2297,412724,432074,36,437851,700494,4772821,1,0,0,2.63,1.0
60,607,32,30813,626,408,1316,282500,1158,150,359,43,0,0,0,22,70,18,59,552,57,61,1973,35,125,18,150,118,1,7803,1,43,1184,38,60,1087,0,0,509,249,70,27,152,174,135,10,979,626,218,552,509,150,51,9,66,154,43,57,0,280,172,341,341,321,1184,32,38,33,32,60,321,0,0,0,8,97,0,64,27,19,734,0,0,0,0,0,3,16,1131,266,256,10,10,0,0,113,11,0,0,509,134,33,0,37,44,20,9,47,24,51,30765,889,445,74,44,0,0,32,10,0,0,11,0,0,0,0,1136,0,32,48,100,1953,259,0,345,824,1466,430300,510400,39,114700,376300,38664000,1,0,0,158.47,683.0
10,678,50,44091,838,556,729,304100,679,195,423,0,0,0,0,70,0,16,34,618,97,27,1970,19,134,11,195,111,1,7409,2,0,1851,25,10,1706,35,0,618,477,98,37,342,299,91,0,1229,838,282,618,618,195,76,11,29,0,11,195,25,648,347,542,542,542,1851,28,25,53,28,10,542,0,0,36,36,21,37,155,70,38,1033,0,0,0,0,39,38,0,1665,462,462,0,0,0,0,162,14,14,0,618,120,47,60,0,37,0,38,11,7,22,19510,1145,542,17,166,0,12,0,12,0,0,0,0,0,0,0,1851,0,73,137,53,1997,269,22,650,243,1133,253100,309200,23,237200,384000,63471400,1,0,0,28.98,122.0
0,344,19,16850,317,232,682,189500,610,145,388,119,0,25,0,76,11,0,23,725,153,38,1966,51,109,6,145,135,1,7808,2,192,1026,52,0,997,0,0,533,235,36,29,170,186,199,17,825,317,85,725,533,145,17,0,13,0,0,42,64,102,156,232,232,232,1026,45,52,38,46,0,232,0,0,0,0,55,9,49,0,0,649,17,0,0,0,0,0,29,1007,236,212,24,24,0,0,79,13,0,0,533,95,153,25,66,17,11,0,22,6,12,16832,542,172,25,97,0,0,23,0,0,0,0,0,0,0,0,1020,0,162,229,37,1948,252,0,331,99,836,219100,252400,26,170600,261000,31155000,1,0,0,23.34,81.0
532,311,0,127222,313,313,1929,1384100,1750,194,82,0,0,0,0,0,0,0,18,294,15,227,0,15,133,8,194,175,1,202,2,18,572,64,532,0,40,0,276,168,168,0,0,9,103,85,551,313,0,294,276,194,26,0,18,0,0,0,0,30,18,268,268,238,572,64,53,71,64,532,238,9,50,44,17,22,9,36,0,20,511,0,0,0,0,0,0,0,572,30,19,0,0,0,0,0,0,0,0,276,29,9,9,0,0,0,0,8,0,0,119366,268,109,15,165,0,14,0,0,0,9,0,0,0,0,0,572,0,0,18,34,0,223,9,341,1358,2458,169700,181000,51,919600,1730500,283175000,1,0,0,1.43,1.0
633,367,32,110536,471,466,2204,922300,2141,205,228,18,5,0,0,24,0,37,0,487,29,85,1983,17,131,23,205,198,1,400,2,54,922,41,784,10,77,172,433,157,127,0,30,43,232,32,798,478,5,487,433,205,105,0,13,28,0,35,32,125,0,442,442,352,922,45,42,43,33,814,352,18,0,26,96,61,18,46,15,6,737,0,0,0,0,0,0,0,884,97,41,27,21,0,6,17,0,0,0,433,43,0,8,8,18,0,33,0,6,38,133205,603,248,83,0,0,0,0,0,10,0,0,0,0,0,0,922,203,19,15,41,1980,134,46,554,1820,2461,460200,473300,34,600300,2000001,381460000,1,0,0,0.92,2.0
159,738,82,92639,851,796,1146,500700,1098,455,86,0,0,8,0,36,0,39,22,574,144,350,0,20,359,42,455,349,1,9400,3,33,1675,43,267,1284,36,108,541,323,197,34,92,222,166,45,1357,871,55,574,541,455,107,0,11,0,0,0,0,187,68,776,776,771,1675,33,48,47,34,325,771,0,15,50,53,152,29,153,49,44,1188,20,0,0,42,0,0,0,1501,190,143,11,11,0,0,7,7,0,0,541,34,15,0,10,34,13,28,7,9,41,36137,1003,403,436,8,0,0,11,0,0,0,0,0,7,0,0,1579,0,28,0,52,0,466,21,869,767,1587,97500,104300,41,378500,650300,225675300,1,0,0,5.06,4.0
1744,1732,108,43875,1630,1494,1623,385400,1576,149,494,14,0,0,0,50,31,21,81,699,105,16,1958,26,109,0,149,137,1,9501,3,56,3834,20,1950,1530,209,301,643,243,72,56,115,274,209,18,3513,1642,136,699,643,149,43,0,47,0,0,0,46,214,128,1446,1446,1369,3834,20,26,20,20,2026,1369,52,315,233,128,116,44,173,29,77,1122,0,0,0,0,0,24,0,3653,202,149,9,9,0,0,64,0,0,0,643,96,30,95,29,0,0,20,65,21,36,13067,3370,1438,13,127,0,9,0,9,0,0,0,0,0,0,0,1548,153,101,7,271,1954,375,16,603,1059,1832,712700,767200,36,328100,466100,56559300,1,0,0,25.42,120.0
110,1515,280,37599,1378,1303,1069,525900,1062,162,894,0,0,0,0,46,0,199,54,1118,447,309,1946,27,80,30,162,154,1,1804,3,62,3127,32,447,1792,44,1261,1056,611,283,57,271,309,345,50,2053,1378,75,1118,1056,162,45,0,16,0,0,14,0,1083,274,1256,1256,1227,3127,33,36,32,59,447,1227,83,86,37,55,164,26,343,65,56,1960,0,40,81,64,24,0,0,2586,579,55,463,201,237,25,217,85,56,0,1056,53,170,94,40,149,18,101,28,28,75,20307,1782,838,36,112,0,0,0,0,0,0,0,0,0,0,0,3127,24,0,118,206,0,808,74,803,805,1224,899800,934100,43,421600,700400,84335000,1,0,0,15.2,107.0
739,643,19,119583,1023,986,3111,806100,2659,361,164,11,0,0,0,0,0,22,5,556,38,475,0,18,236,64,361,288,1,3301,1,31,1609,30,815,639,107,80,525,247,169,33,45,118,618,14,1424,1023,37,556,525,361,131,0,30,0,0,0,7,185,13,986,986,913,1609,28,46,30,28,855,913,0,0,68,169,122,43,187,3,153,1323,22,0,0,0,0,0,9,1529,105,105,0,0,0,0,0,0,0,0,525,71,0,11,0,5,10,10,0,23,14,60258,1264,564,51,274,26,10,0,0,0,0,0,0,0,0,0,1609,0,0,33,3,0,405,30,729,1250,3232,398500,432400,23,640200,928000,282500000,1,0,0,2.99,4.0
1442,965,94,162560,1040,1028,1451,940300,1451,420,455,0,0,0,0,117,0,67,0,895,134,307,1952,19,382,147,420,341,1,1001,2,20,2061,41,1638,170,79,205,875,425,408,17,0,0,416,116,1549,1040,12,895,875,420,47,0,0,0,36,149,0,556,0,1009,1009,955,2061,42,37,43,45,1784,955,15,43,20,138,47,62,223,88,69,1393,0,0,0,0,17,0,0,1887,382,250,31,31,0,0,0,0,0,0,875,0,29,22,33,43,0,22,53,19,19,71878,1155,530,306,91,0,0,0,0,0,0,0,0,0,0,0,2046,71,73,88,37,0,557,234,819,1053,2246,767400,802700,31,824100,1113800,407969342,1,0,0,6.63,25.0
22,621,32,50633,664,533,977,373500,960,298,265,0,0,0,0,21,0,73,34,615,106,154,1954,22,163,19,298,291,1,7806,1,52,1327,41,22,1304,0,1,563,288,89,76,123,387,212,32,1193,664,131,615,563,298,88,0,41,0,14,0,6,66,183,533,533,508,1327,34,42,38,34,22,508,0,0,0,58,95,58,94,0,77,1069,0,0,0,0,18,0,0,1263,108,108,0,0,0,0,12,0,0,0,563,65,6,12,54,51,7,14,7,45,143,29576,920,420,179,111,0,8,0,0,0,0,0,0,0,0,0,1304,12,41,175,107,0,324,28,704,911,1042,228300,253600,44,264400,537500,133250300,1,0,0,109.76,225.0
418,498,71,76250,549,516,1674,543000,1337,174,182,74,0,20,0,17,0,0,4,450,92,137,1950,24,157,53,174,123,1,7901,2,94,948,34,418,468,0,0,356,139,87,18,34,65,202,17,780,567,33,450,356,174,52,0,21,18,0,68,29,139,53,534,534,466,948,31,47,35,31,418,466,0,4,35,68,49,73,86,0,40,729,0,0,22,0,0,5,41,798,33,33,0,0,0,0,0,0,0,0,356,28,0,0,44,9,0,0,10,34,9,37466,717,386,0,147,0,9,0,0,0,0,0,0,0,0,0,948,21,0,9,76,0,277,20,375,1078,1484,234200,271700,28,442000,712900,99889376,1,0,0,2.84,5.0
89,291,0,80349,421,291,1983,537400,1773,249,31,0,0,0,0,27,0,0,0,280,64,194,0,27,177,56,249,249,1,9301,1,0,725,43,89,590,9,0,280,145,41,8,96,88,71,8,659,421,130,280,280,249,123,0,0,0,0,0,0,71,50,291,291,280,725,36,39,39,36,100,280,0,0,34,13,39,0,76,22,4,547,0,0,0,7,0,0,0,719,95,95,0,0,0,0,15,0,0,0,280,0,26,9,0,36,0,9,10,0,11,35795,512,202,194,46,0,0,0,0,0,0,0,0,0,0,0,708,0,0,13,9,0,246,0,284,1441,2180,383809,414254,42,453900,670400,130297000,1,0,0,25.0,1.0
946,575,37,106743,929,905,1953,675400,1930,242,397,153,12,0,0,103,18,0,14,804,67,355,1947,11,111,36,242,210,1,501,1,165,1213,39,1118,68,26,173,639,255,241,0,14,27,203,78,1091,943,24,804,639,242,62,0,16,0,0,0,22,122,14,919,919,892,1213,39,30,36,49,1118,892,0,0,41,107,116,127,241,33,33,1048,12,14,0,0,1,0,0,1176,85,45,40,40,0,0,0,0,0,0,639,27,28,0,0,0,0,17,11,0,39,85873,890,423,0,107,41,0,0,0,0,0,0,0,0,0,0,1197,83,21,107,149,0,300,169,560,1678,2588,837500,859400,29,562500,1113900,221645000,1,0,0,4.02,17.0
134,485,35,91813,629,566,1842,599200,1665,244,165,0,0,0,0,0,0,13,0,461,81,309,0,15,179,22,244,236,1,2102,3,52,1162,40,173,553,0,421,409,271,193,0,78,89,187,91,943,629,63,461,409,244,56,0,0,0,0,10,0,212,77,558,558,543,1162,36,47,38,36,187,543,0,20,0,52,93,37,106,0,28,851,0,0,18,0,26,16,0,1074,197,135,62,52,10,0,33,0,0,0,409,41,0,0,0,67,9,20,12,26,15,43901,835,382,0,244,0,0,0,0,0,0,0,0,0,0,0,1151,0,13,48,0,0,285,28,491,898,2683,265300,307700,51,518500,679900,132789000,1,0,0,4.93,10.0
790,761,15,136442,909,868,2253,1256000,2171,270,348,0,0,0,0,44,6,17,24,618,0,445,0,21,245,42,270,205,1,5001,2,0,1247,37,901,195,59,210,618,190,173,0,17,28,413,44,1149,915,41,618,618,270,147,0,8,18,0,33,24,98,37,874,874,784,1247,37,53,31,37,972,784,0,16,85,195,96,66,102,11,97,1058,0,0,0,52,25,8,14,1211,62,0,62,62,0,0,7,0,0,0,618,15,6,30,0,0,24,4,15,8,0,109117,1057,664,30,121,61,7,15,0,0,0,0,0,0,0,0,1106,49,7,31,11,0,370,74,511,1285,3025,649400,682300,23,763600,1627400,381619000,1,0,0,3.06,12.0
0,333,47,26197,372,307,1210,343734,1087,30,445,40,0,0,0,0,83,10,49,583,81,0,2001,23,30,0,30,30,1,8903,2,108,847,42,0,847,0,0,475,131,37,35,59,173,188,24,645,372,65,583,475,30,30,0,19,0,207,97,0,202,142,300,300,300,847,37,42,35,32,0,300,0,0,10,28,0,26,97,0,0,605,10,0,0,0,0,26,0,699,61,61,0,0,0,0,46,37,37,37,475,57,62,9,64,95,0,0,38,0,24,22036,612,263,0,30,0,0,0,0,0,0,0,0,0,0,0,847,46,0,46,106,1596,256,17,299,961,1207,477200,548000,51,265493,412531,-42911090,1,0,0,83.72,360.0
173,972,22,88333,1013,990,259,523900,259,567,85,0,0,0,0,14,0,0,5,688,101,388,0,25,446,68,567,468,1,11100,2,36,1995,38,364,1436,63,191,652,386,235,18,133,142,480,12,1646,1013,23,688,652,567,150,0,0,8,34,28,23,282,63,975,975,907,1995,36,43,35,39,432,907,0,64,15,161,159,121,223,0,8,1502,0,0,12,6,0,0,42,1887,249,117,108,108,0,0,5,0,0,0,652,44,19,40,18,25,20,9,31,36,8,39277,1275,685,532,35,0,0,0,0,0,0,0,0,0,9,0,1994,0,30,29,47,0,466,51,1105,227,792,30100,33400,28,424400,681400,304451000,1,0,0,7.53,11.0
38,1268,100,30888,1319,1090,852,256000,824,211,873,59,0,0,0,13,83,20,180,1182,56,85,1965,16,121,15,211,134,1,9811,2,98,2943,31,38,2791,0,0,1084,610,183,14,413,831,142,0,2083,1319,229,1182,1084,211,95,0,135,0,0,22,144,763,524,1090,1090,1054,2943,47,30,32,45,38,1054,81,46,11,67,65,30,187,0,19,1768,11,0,0,27,0,0,74,2736,706,706,0,0,0,0,196,8,0,0,1084,192,90,98,48,76,120,28,31,77,30,19157,1741,774,24,177,0,0,0,0,0,0,0,0,0,0,0,2943,100,177,300,298,1957,555,41,816,724,957,711900,783400,36,222000,293100,102737400,1,0,0,43.45,365.0
428,835,78,140403,956,925,1776,723700,1652,326,96,0,0,0,0,3,14,0,0,446,45,376,0,15,257,46,326,212,1,2501,2,24,1626,38,509,790,19,377,422,344,228,41,75,164,146,24,1337,979,31,446,422,326,41,0,27,0,0,0,0,201,19,909,909,838,1626,35,44,38,35,509,838,10,0,20,36,73,145,113,42,144,1238,19,11,0,0,40,0,3,1498,187,112,50,46,3,0,37,0,0,0,422,37,0,0,0,0,22,0,0,13,12,53113,1074,569,60,266,0,0,0,0,0,0,0,0,0,0,0,1602,6,0,0,19,0,330,6,618,1425,1826,155400,170300,23,604500,884500,235173000,1,0,0,8.18,9.0
491,870,88,49219,1162,1045,1279,736500,1055,226,495,60,7,0,0,26,20,0,32,805,57,451,0,18,210,17,226,158,1,3000,2,84,2057,30,833,1030,95,433,721,367,104,19,244,210,370,8,1654,1209,117,805,721,226,83,0,68,0,0,0,18,292,201,1082,1082,1019,2057,30,30,29,30,867,1019,0,64,50,163,163,43,222,53,91,1412,0,0,0,0,0,15,25,1873,290,273,17,17,0,0,156,0,0,0,721,117,72,0,76,18,36,0,31,13,9,40337,1562,612,38,125,22,0,0,0,0,0,0,0,0,0,0,2057,123,70,46,40,0,223,44,549,647,1446,503800,573900,28,450000,969800,194694580,1,0,0,17.8,81.0
26,537,11,25491,546,475,462,296900,462,139,428,34,0,0,0,102,19,36,70,614,133,149,1953,20,94,30,139,133,1,9102,3,47,1231,38,26,1136,11,58,567,288,41,17,230,288,17,0,1003,546,71,614,567,139,6,9,56,0,28,26,0,206,202,475,475,475,1231,24,38,37,24,26,475,19,7,33,37,47,16,153,0,0,869,0,5,0,0,0,25,0,1203,271,271,0,0,0,0,83,0,0,0,567,119,47,46,66,36,40,6,68,13,23,23720,860,374,5,134,0,0,0,0,0,0,0,0,0,0,0,1231,0,0,188,90,1953,378,0,409,223,1049,264300,276300,31,222800,355200,37316000,1,0,0,25.19,99.0
219,615,11,100224,860,760,839,556700,619,235,218,0,0,0,0,20,40,0,52,453,48,258,0,24,197,31,235,165,1,9203,1,0,1575,33,276,1190,0,151,453,290,99,9,182,180,179,12,1164,860,100,453,453,235,73,0,13,0,0,0,0,246,197,732,732,696,1575,33,36,39,32,288,696,12,13,56,7,100,45,176,42,6,975,11,0,0,0,0,0,79,1481,349,281,46,46,0,0,63,7,0,0,453,13,56,11,0,52,14,13,0,9,22,29742,1068,403,35,200,0,0,0,9,0,0,0,0,0,0,0,1564,40,0,92,15,0,211,0,467,417,1161,209800,251800,25,376300,662300,118411200,1,0,0,13.43,36.0
19,681,18,33977,771,615,1050,317000,931,131,536,16,0,0,0,55,6,109,23,736,239,102,1952,25,91,10,131,122,1,7709,1,69,1467,40,25,1442,0,11,667,265,58,38,169,446,128,7,1272,771,156,736,667,131,55,0,33,0,0,0,18,177,170,599,599,579,1467,38,40,35,43,25,579,0,5,5,36,88,15,193,8,26,1100,0,0,6,6,16,14,10,1420,177,177,0,0,0,0,57,14,0,0,667,103,9,79,28,88,40,33,39,25,19,26675,994,481,69,52,0,0,0,5,0,0,0,0,0,0,0,1445,34,24,161,158,1946,480,16,572,811,1096,513100,580500,33,195300,382500,37434500,1,0,0,10.88,52.0
